index	token	normalize
۱۶۵۰	برنامه	برنامه
۱۶۵۱	۹۰	۹۰
۱۶۵۲	به علت	بهعلت
۱۶۵۳	سو تفاهم	سوتفاهم
۱۶۵۴	بین	بین
۱۶۵۵	دست اندرکاران 	دستاندرکاران
۱۶۵۶	پخش	پخش
۱۶۵۷	نشد	نشد
۱۶۵۸	.	.
	\n	
۱۶۵۹	ستارگان	ستارگان
۱۶۶۰	سینمای	سینمای
۱۶۶۱	هالیوود	هالییود
۱۶۶۲	بسیار	بسیار
۱۶۶۳	پر درآمد	پردرآمد
۱۶۶۴	هستند	هستند
۱۶۶۵	.	.
	\n	
۱۶۶۶	سیستم	سیستم
۱۶۶۷	کامپیوتری	کامپیوتری
۱۶۶۸	شرکتهای	شرکتهای
۱۶۶۹	ایرانی	ایرانی
۱۶۷۰	قوی	قوی
۱۶۷۱	نیست	نیست
۱۶۷۲	.	.
	\n	
۱۶۷۳	خواهرم	خواهرم
۱۶۷۴	به	به
۱۶۷۵	مغازه	مغازه
۱۶۷۶	رفت	رفت
		
۱۶۷۷	و 	و
۱۶۷۸	شکلات	شکلات
۱۶۷۹	و	و
۱۶۸۰	آبنبات	آبنبات
۱۶۸۱	خرید	خرید
۱۶۸۲	.	.
	\n	
۱۶۸۳	او	او
۱۶۸۴	به	به
۱۶۸۵	من	من
۱۶۸۶	نگاه	نگاه
۱۶۸۷	خیلی	خیلی
۱۶۸۸	سنگینی	سنگینی
۱۶۸۹	کرد	کرد
۱۶۹۰	.	.
	\n	
۱۶۹۱	من	من
۱۶۹۲	به	به
۱۶۹۳	معلمم	معلمم
۱۶۹۴	که	که
۱۶۹۵	دست	دست
۱۶۹۶	به	به
۱۶۹۷	سینه	سینه
۱۶۹۸	ایستاده	ایستاده
۱۶۹۹	بود	بود
۱۷۰۰	نگاه	نگاه
۱۷۰۱	بدی	بدی
۱۷۰۲	کردم	کردم
۱۷۰۳	.	.
	\n	
۱۷۰۴	طلاب	طلاب
۱۷۰۵	حوزه ی	حوزه
۱۷۰۶	علمیه	علمیه
۱۷۰۷	قم	قم
۱۷۰۸	بسیار	بسیار
۱۷۰۹	پر کار	پرکار
۱۷۱۰	و	و
۱۷۱۱	سخت کوش	سختکوش
۱۷۱۲	هستند	هستند
۱۷۱۳	.	.
	\n	
۱۷۱۴	رانندگی	رانندگی
۱۷۱۵	با	با
۱۷۱۶	سرعت	سرعت
۱۷۱۷	بالا	بالا
۱۷۱۸	برای	برای
۱۷۱۹	سر نشینان	سرنشینان
۱۷۲۰	و	و
۱۷۲۱	راننده	راننده
۱۷۲۲	خطر ناک	خطرناک
۱۷۲۳	است	است
۱۷۲۴	.	.
	\n	
۱۷۲۵	سه	سه
۱۷۲۶	ماه	ماه
۱۷۲۷	مانده	مانده
۱۷۲۸	به	به
۱۷۲۹	جشنواره	جشنواره
۱۷۳۰	فیلم	فیلم
۱۷۳۱	فجر	فجر
۱۷۳۲	بعضی	بعضی
۱۷۳۳	از	از
۱۷۳۴	کارگردانان	کارگردانان
۱۷۳۵	فیلمهای	فیلمهای
۱۷۳۶	خود	خود
۱۷۳۷	را	را
۱۷۳۸	به	به
۱۷۳۹	کمیته	کمیته
۱۷۴۰	داوران	داوران
۱۷۴۱	تحویل	تحویل
۱۷۴۲	دادند	دادند
۱۷۴۳	.	.
	\n	
۱۷۴۴	موسم	موسم
۱۷۴۵	بهاران	بهاران
۱۷۴۶	هوای	هوای
۱۷۴۷	شمال	شمال
۱۷۴۸	شهر	شهر
۱۷۴۹	تهران	تهران
۱۷۵۰	بسیار	بسیار
۱۷۵۱	دل ربا	دلربا
۱۷۵۲	میشود	میشود
۱۷۵۳	.	.
	\n	
۱۷۵۴	یکی	یکی
۱۷۵۵	از	از
۱۷۵۶	آثار	آثار
۱۷۵۷	بشدت	بشدت
۱۷۵۸	دوست داشتنی	دوستداشتنی
۱۷۵۹	جیم جارموش	جیم جارموش
۱۷۶۰	که	که
۱۷۶۱	تماما	تماما
۱۷۶۲	حول	حول
۱۷۶۳	محور	محور
۱۷۶۴	گفتگو	گفتگو
۱۷۶۵	،	،
۱۷۶۶	سیگار	سیگار
۱۷۶۷	و	و
۱۷۶۸	قهوه	قهوه
۱۷۶۹	میگردد	میگردد
۱۷۷۰	و	و
۱۷۷۱	ادای	ادای
۱۷۷۲	دین	دین
۱۷۷۳	جیم	جیم
۱۷۷۴	به	به
۱۷۷۵	این	این
۱۷۷۶	دو	دو
۱۷۷۷	عزیز	عزیز
۱۷۷۸	است	است
۱۷۷۹	.	.
	\n	
۱۷۸۰	صدا	صدا
۱۷۸۱	و	و
۱۷۸۲	سیمای	سیمای
۱۷۸۳	جمهوری	جمهوری
۱۷۸۴	اسلامی	اسلامی
۱۷۸۵	ایران	ایران
۱۷۸۶	برنامههای	برنامههای
۱۷۸۷	جالبی	جالبی
۱۷۸۸	ندارد	ندارد
۱۷۸۹	.	.
	\n	
۱۷۹۰	پرداخت	پرداخت
۱۷۹۱	قبض	قبض
۱۷۹۲	به صورت	بصورت
۱۷۹۳	الکترونیکی	الکترونیکی
۱۷۹۴	هزینه	هزینه
۱۷۹۵	آبونمان	آبونمان
۱۷۹۶	را	را
۱۷۹۷	کاهش	کاهش
۱۷۹۸	بسزایی	بسزایی
۱۷۹۹	میدهد	میدهد
۱۸۰۰	.	.
	\n	
۱۸۰۱	آشپزی	آشپزی
۱۸۰۲	در	در
۱۸۰۳	رستوران	رستوران
۱۸۰۴	هنگام	هنگام
۱۸۰۵	پخت	پخت
۱۸۰۶	غذا	غذا
۱۸۰۷	دستش	دستش
۱۸۰۸	سوخت	سوخت
۱۸۰۹	.	.
	\n	
۱۸۱۰	ماشین	ماشین
۱۸۱۱	آلات	آلات
۱۸۱۲	چینی	چینی
۱۸۱۳	کیفیت	کیفیت
۱۸۱۴	مرغوبی	مرغوبی
۱۸۱۵	ندارند	ندارند
۱۸۱۶	.	.
	\n	
۱۸۱۷	کردستان	کردستان
۱۸۱۸	سرزمینی	سرزمینی
۱۸۱۹	بسیار	بسیار
۱۸۲۰	دل فریب	دلفریب
۱۸۲۱	میباشد	میباشد
۱۸۲۲	.	.
	\n	
۱۸۲۳	الهی	الهی
۱۸۲۴	جانتان	جانتان
۱۸۲۵	سلامت	سلامت
۱۸۲۶	و	و
۱۸۲۷	تن	تن
۱۸۲۸	درست	درست
۱۸۲۹	باشد	باشد
۱۸۳۰	.	.
	\n	
۱۸۳۱	البسه	البسه
۱۸۳۲	خودتان	خودتان
۱۸۳۳	را	را
۱۸۳۴	با	با
۱۸۳۵	اتو	اتو
۱۸۳۶	صاف	صاف
۱۸۳۷	کنید	کنید
۱۸۳۸	.	.
	\n	
۱۸۳۹	بیماران	بیماران
۱۸۴۰	قبلی	قلبی
۱۸۴۱	و	و
۱۸۴۲	عروقی	عروقی
۱۸۴۳	در	در
۱۸۴۴	بیمارستان	بیمارستان
۱۸۴۵	آبان	آبان
۱۸۴۶	بستری	بستری
۱۸۴۷	شدند	شدند
۱۸۴۸	.	.
	\n	
۱۸۴۹	سامان	سامان
۱۸۵۰	پسری	پسری
۱۸۵۱	هنرمند	هنرمند
۱۸۵۲	او	او
۱۸۵۳	موسیقی دان	مسیقیدان
۱۸۵۴	است	است
۱۸۵۵	.	.
	\n	
۱۸۵۶	مجمع	مجمع
۱۸۵۷	عمومی	عمومی
۱۸۵۸	و	و
۱۸۵۹	انتخابات	انتخاب
۱۸۶۰	شورای	شورای
۱۸۶۱	مرکزی	مرکزی
۱۸۶۲	و	و
۱۸۶۳	بازرسین	بازرسین
۱۸۶۴	جامعه	جامعه
۱۸۶۵	دانش آموختگان	دانشآموختگان
۱۸۶۶	دانشگاه	دانشگاه
۱۸۶۷	ظرف	ظرف
۱۸۶۸	ماه	ماه
۱۸۶۹	آتی	آتی
۱۸۷۰	برگزار	برگزار
۱۸۷۱	میشود	میشود
۱۸۷۲	. 	.
	\n	
