0	می‌اندیشم	اندیش|می|می|می|می	اندیشید	می + اندیش + م|می + اند + ی + ش + م|می + اند + ی + ش + م|می + اند + ی + ش + م|می + اند + ی + ش + م	V+O|N1+V+O+O+O|N1+V+O+O+V|N1+V+O+O+O|N1+V+O+O+V	فعل حال اخباری+اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + ضمیر ملکی اول شخص مفرد|اسم + فعل سوم شخص جمع + ی + ضمیر ملکی سوم شخص مفرد + فعل اول شخص مفرد	
20	درمانده‌بوده	درماند	درمانده‌بوده	درماند + ه + بود + ه	O+O	ریشه ماضی + ه	
21	فرزندش	فرزند|فرز	فرزند	فرزند + ش|فرز + ند + ش	N1+O|N1+V+O	اسم + ضمیر ملکی سوم شخص مفرد|اسم + فعل سوم شخص جمع + ضمیر ملکی سوم شخص مفرد	
22	را	را	را	را	Po	حرف اضافه پسین	
23	سر	سر|سر|سر|سر	سر	سر|سر|سر|سر	V|N1|N1|N9	فعل امر مثبت|اسم|اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
24	راه	راه|راه	راه	راه|راه	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
25	گذاشته	گذاشته|گذاشت	گذاشته	گذاشته|گذاشت + ه	A0|O+O	صفت|ریشه ماضی + ه	
26	؟	؟	؟	؟	Si	علامت	


0	کارت	کارت|کار|کار	کارت	کارت|کار + ت|کار + ت	N1|N1+O|V+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد	
1	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
2	کارت	کارت|کار|کار	کارت	کارت|کار + ت|کار + ت	N1|N1+O|V+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد	
3	کردن	کرد	کردن	کرد + ن	V2+O	بن ماضی + ن	
4	.	.	.	.	Si	علامت	

0	دراصل	دراصل	دراصل	دراصل	Ad	قید	
1	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
2	معنی	معنا	معنی	معنا	N1	اسم	
3	انتقال	انتقال	انتقال	انتقال	N1	اسم	
4	وجه	وجه|وج	وجه	وجه|وج + ه	N1|N1+O	اسم|اسم + ه	
5	بین	بین|بین|بین|ین	بین	بین|بین|بین|ب + ین	V|A0|N9|O+N1	فعل امر مثبت|صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|ب + اسم	
6	کارت‌های	کارت	کارت	کارت + ها + ی	N1+Pl+O	اسم + علامت جمع + ی	
7	بانکی	بانکی|بانک	بانک	بانکی|بانک + ی	A0|N1+O	صفت|اسم + ی	
8	عضو	عضو	عضو	عضو	N1	اسم	
9	شتاب	شتاب|شتاب	شتاب	شتاب|شتاب	V|N1	فعل امر مثبت|اسم	
10	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
11	.	.	.	.	Si	علامت	

0	اما	اما	اما	اما	C0	حرف ربط	
1	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
2	اصطلاح	اصطلاح	اصطلاح	اصطلاح	N1	اسم	
3	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
4	عنوان	عنوان	عنوان	عنوان	N1	اسم	
5	رشوه	رشوه	رشوه	رشوه	N1	اسم	
6	دادن	داد	دادن	داد + ن	V2+O	بن ماضی + ن	
7	تلقی	تلقی	تلقی	تلقی	N1	اسم	
8	می‌شود	شو	شد	می + شو + د	V+O	فعل حال اخباری+سوم شخص مفرد	
9	.	.	.	.	Si	علامت	

0	داوری	داوری|داور	داور	داوری|داور + ی	N1|N1+O	اسم|اسم + ی	
1	بازی	بازی|باز|باز|باز|باز	بازی	بازی|باز + ی|باز + ی|باز + ی|باز + ی	N1|V+O|A0+O|N1+O|Ad+O	اسم|فعل مضارع ساده+دوم شخص مفرد|صفت + ی|اسم + ی|قید + ی	
2	فوتبال	فوتبال	فوتبال	فوتبال	N1	اسم	
3	دیشبو	دیشبو	دیشبو	دیشبو	O	_
4	دیدی	دید|دید	دید	دید + ی|دید + ی	V+O|N1+O	فعل ماضی ساده+دوم شخص مفرد|اسم + ی	
5	؟	؟	؟	؟	Si	علامت	

0	آره	اره	آره	اره	N1	اسم	
1	بابا	بابا|بابا	بابا	بابا|بابا	N1|Sp	اسم|شاخص	
2	تابلو	تابلو	تابلو	تابلو	A0	صفت	
3	بود	بود|بود|بود|بو|ود	بود	بود|بود|بود|بو + د|ب + ود	V+O|N1|V+O|V+O|O+N1	فعل ماضی ساده+سوم شخص مفرد|اسم|فعل ماضی ساده+سوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد|ب + اسم	
4	واسه	واسه	واسه	واسه	Pr1	حرف اضافه گروهی	
5	داوره	داور	داوره	داور + ه	N1+O	اسم + ه	
6	کارت	کارت|کار|کار	کارت	کارت|کار + ت|کار + ت	N1|N1+O|V+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد	
7	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
8	کارت	کارت|کار|کار	کارت	کارت|کار + ت|کار + ت	N1|N1+O|V+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد	
9	کردن	کرد	کردن	کرد + ن	V2+O	بن ماضی + ن	
10	.	.	.	.	Si	علامت	

0	میگن	میگن	میگن	میگن	O	_
1	مایکروسافت	مایکروسافت	مایکروسافت	مایکروسافت	N1	اسم	
2	واسه	واسه	واسه	واسه	Pr1	حرف اضافه گروهی	
3	سایت	سایت	سایت	سایت	N1	اسم	
4	IGN	IGN	IGN	IGN	O	کلمه انگلیسی	
5	کارت	کارت|کار|کار	کارت	کارت|کار + ت|کار + ت	N1|N1+O|V+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد	
6	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
7	کارت	کارت|کار|کار	کارت	کارت|کار + ت|کار + ت	N1|N1+O|V+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد	
8	کرده	کرده|کرد|کرد	کرده	کرده|کرد + ه|کرد + ه	N1|O+O|N1+O	اسم|ریشه ماضی + ه|اسم + ه	
9	تا	تا|تا|تا	تا	تا|تا|تا	Pr|C0|Ab	حرف اضافه|حرف ربط|اختصارات	
10	امتیاز	امتیاز	امتیاز	امتیاز	N1	اسم	
11	بالایی	بالایی|بالا|لایی|بال|لا	بالا	بالایی|بالا + یی|با + لایی|بال + ا + یی|با + لا + یی	A0|A0+O|O+N1|O+O+O|O+A0+O	صفت|صفت + یی|با + اسم|ریشه مضارع + ا + یی|با + صفت + یی	
12	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
13	بازی	بازی|باز|باز|باز|باز	بازی	بازی|باز + ی|باز + ی|باز + ی|باز + ی	N1|V+O|A0+O|N1+O|Ad+O	اسم|فعل مضارع ساده+دوم شخص مفرد|صفت + ی|اسم + ی|قید + ی	
14	Halo	Halo	Halo	Halo	O	کلمه انگلیسی	
15	بده	ده|بد|ده	داد	ب + ده|بد + ه|ب + ده	V|A0+O|O+N1	فعل امر مثبت|صفت + ه|ب + اسم	
16	.	.	.	.	Si	علامت	

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص	
1	:	:	:	:	Si	علامت	

0	بچه‌ها	بچه|چه|چه	بچه	بچه + ها|ب + چه + ها|ب + چه + ها	N1+Pl|O+NA+Pl|O+A0+Pl	اسم + علامت جمع|ب + ضمیر پرسشی + علامت جمع|ب + صفت + علامت جمع	
1	امروز	امروز	امروز	امروز	N1	اسم	
2	تولد	تولد	تولد	تولد	N1	اسم	
3	بهنازه	بهنازه	بهنازه	بهنازه	O	_
4	،	،	،	،	Si	علامت	
5	دورهمی	دورهمی	دورهم	دورهمی	O	_
6	داریم	دار|دار|دار	داشت	دار + یم|دار + ی + م|دار + یم	V+O|V+O|N1+V	فعل مضارع ساده+اول شخص جمع|فعل مضارع ساده+دوم شخص مفرد|اسم + فعل اول شخص جمع	
7	.	.	.	.	Si	علامت	

0	حدیثه	حدیث	حدیثه	حدیث + ه	N1+O	اسم + ه	
1	:	:	:	:	Si	علامت	

0	آج	اج	آج	اج	N1	اسم	
1	جون	جون	جون	جون	N1	اسم	
2	،	،	،	،	Si	علامت	
3	دورهمی	دورهمی	دورهم	دورهمی	O	_
4	!	!	!	!	Si	علامت	

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص	
1	:	:	:	:	Si	علامت	

0	علی	علی|علی	علی	علی|علی	N3|A0	اسم خاص اشخاص|صفت	
1	کجاست	کجا	کجاست	کجا + ست	NA+O	ضمیر پرسشی + ضمیر ملکی سوم شخص مفرد	
2	؟	؟	؟	؟	Si	علامت	

0	کک	کک	کک	کک	N1	اسم	
1	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
2	تنبونمون	تنبونمون	تنبونمون	تنبونمون	O	_
3	انداخت	انداخت	انداخت	انداخت	V+O	فعل ماضی ساده+سوم شخص مفرد	
4	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
5	رفت	رفت|رفت|رف	رفت	رفت|رفت|رف + ت	V+O|V+O|N1+O	فعل ماضی ساده+سوم شخص مفرد|فعل ماضی ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
6	!	!	!	!	Si	علامت	

0	حدیثه	حدیث	حدیثه	حدیث + ه	N1+O	اسم + ه	
1	:	:	:	:	Si	علامت	

0	خیلی	خیلی|خیلی|خیل	خیلی	خیلی|خیلی|خیل + ی	A0|Ad|N1+O	صفت|قید|اسم + ی	
1	ریلکسه	ریلکسه	ریلکسه	ریلکسه	O	_
2	!	!	!	!	Si	علامت	

0	الان	الان	الان	الان	Ad	قید	
1	قلپ	قلپ	قلپ	قلپ	N1	اسم	
2	دوم	دوم|دو|دو|دو	دوم	دوم|دو + م|دو + م|دو + م	A0|V+O|N1+O|N1+V	صفت|فعل مضارع ساده+اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
3	چاییشه	چاییشه	چاییشه	چاییشه	O	_
4	!	!	!	!	Si	علامت	

0	مارال	مارال	مارال	مارال	N3	اسم خاص اشخاص	
1	:	:	:	:	Si	علامت	

0	تصویرسازیت	تصویرسازی|تصویرساز|تصویر	تصویرساز	تصویرسازی + ت|تصویرساز + ی + ت|تصویر + ساز + ی + ت	N1+O|N1+O+O|N1+O+O+O	اسم + ضمیر ملکی دوم شخص مفرد|اسم + ی + ضمیر ملکی دوم شخص مفرد|اسم + ساز + ی + ضمیر ملکی دوم شخص مفرد	
1	تو	تو|تو|تو	تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم	
2	حلقم	حلق|حلق	حلق	حلق + م|حلق + م	N1+O|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
3	.	.	.	.	Si	علامت	

0	مرضا	مرضا	مرضا	مرضا	N1	اسم	
1	کجاست	کجا	کجاست	کجا + ست	NA+O	ضمیر پرسشی + ضمیر ملکی سوم شخص مفرد	
2	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
3	بیاد	یاد	بیاد	ب + یاد	O+N1	ب + اسم	
4	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
5	اصطلاح	اصطلاح	اصطلاح	اصطلاح	N1	اسم	
6	ادبی	ادبی|ادب	ادب	ادبی|ادب + ی	A0|N1+O	صفت|اسم + ی	
7	چاله‌میدونی	چاله میدونی	چاله‌میدونی	چاله میدونی	O	_
8	رو	رو|رو|رو	رو	رو|رو|رو	N1|V|N9	اسم|فعل امر مثبت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
9	ثبت	ثبت	ثبت	ثبت	N1	اسم	
10	کنه	کنه|کن|کن	کنه	کنه|کن + ه|کن + ه	N1|V1+O|V1+O	اسم|بن مضارع + ه|بن مضارع + ه	
11	تو	تو|تو|تو	تو	تو|تو|تو	N5|Ad|N1	ضمیر فاعلی|قید|اسم	
12	اون	اون	اون	اون	O	_
13	بیلبیلک	بیلبیلک	بیلبیلک	بیلبیلک	O	_
14	؟	؟	؟	؟	Si	علامت	

0	سایت	سایت	سایت	سایت	N1	اسم	
1	فارسی	فارسی|فارس	فارس	فارسی|فارس + ی	A0|N1+O	صفت|اسم + ی	
2	شهری	شهری|شهر	شهر	شهری|شهر + ی	A0|N1+O	صفت|اسم + ی	
3	مرسده	مرسده	مرسده	مرسده	O	_
4	:	:	:	:	Si	علامت	

0	مرضا	مرضا	مرضا	مرضا	N1	اسم	
1	اومد	اومد	اومد	اومد	O	_
2	ثبت	ثبت	ثبت	ثبت	N1	اسم	
3	کنه	کنه|کن|کن	کنه	کنه|کن + ه|کن + ه	N1|V1+O|V1+O	اسم|بن مضارع + ه|بن مضارع + ه	
4	!	!	!	!	Si	علامت	

0	مرضا	مرضا	مرضا	مرضا	N1	اسم	
1	:	:	:	:	Si	علامت	

0	ثبت	ثبت	ثبت	ثبت	N1	اسم	
1	شد	شد	شد	شد	V+O	فعل ماضی ساده+سوم شخص مفرد	
2	!	!	!	!	Si	علامت	

0	منتظر	منتظر	منتظر	منتظر	A0	صفت	
1	تأیید	تأیید	تأیید	تأیید	N1	اسم	
2	فارسی	فارسی|فارس	فارس	فارسی|فارس + ی	A0|N1+O	صفت|اسم + ی	
3	شهری	شهری|شهر	شهر	شهری|شهر + ی	A0|N1+O	صفت|اسم + ی	

0	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
1	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
2	دو	دو|دو|دو	دو	دو|دو|دو	O|V|N1	عدد حرفی|فعل امر مثبت|اسم	
3	تن	تن|تن|تن	تن	تن|تن|تن	V|N1|N1	فعل امر مثبت|اسم|اسم	
4	برفتند	برفتند	برفتند	برفتند	O	_
5	با	با	با	با	Pr	حرف اضافه	
6	بگتگین	بگتگین	بگتگین	بگتگین	O	_
7	بگفتند	گفت|گفت	بگفتند	ب + گفت + ند|ب + گفت + ند	V+O|O+N1+V	فعل ماضی التزامی+سوم شخص جمع|ب + اسم + فعل سوم شخص جمع	
8	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
9	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
10	چه	چه|چه|چه	چه	چه|چه|چه	NA|C0|A0	ضمیر پرسشی|حرف ربط|صفت	
11	شغل	شغل	شغل	شغل	N1	اسم	
12	آمده‌اند	امد	آمد	امد + ه + اند	N1+O+V	اسم + ه + فعل سوم شخص جمع	
13	،	،	،	،	Si	علامت	
14	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
15	بی‌مثال	بی‌مثال	بی‌مثال	بی‌مثال	A0	صفت	
16	وی	وی|وی	وی	وی|وی	N5|Ab	ضمیر فاعلی|اختصارات	
17	کسی	کسی|کس	کس	کسی|کس + ی	A2|N1+O	صفت مبهم|اسم + ی	
18	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	Pr|V|VPr|N1	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم	
19	قلعت	قلع	قلع	قلع + ت	N1+O	اسم + ضمیر ملکی دوم شخص مفرد	
20	نتوانستی	توانست|توانست	توانست	ن + توانست + ی|ن + توانست + ی	O+V4+O|V+O	ن + فعل وجه نما + ی|فعل ماضی ساده منفی+دوم شخص مفرد	
21	شد	شد	شد	شد	V+O	فعل ماضی ساده+سوم شخص مفرد	
22	.	.	.	.	Si	علامت	

0	بگتگین	بگتگین	بگتگین	بگتگین	O	_
1	کدخدای	کدخدای|کدخدا	کدخدا	کدخدای|کدخدا + ی	N1|N1+O	اسم|اسم + ی	
2	خویش	خویش|خو	خویش	خویش|خو + ی + ش	O|N1+O+O	ضمیر مشترک/متقابل|اسم + ی + ضمیر ملکی سوم شخص مفرد	
3	را	را	را	را	Po	حرف اضافه پسین	
4	با	با	با	با	Pr	حرف اضافه	
5	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی	
6	نامزد	نامزد|مزد	نامزد	نامزد|نا + مزد	N1|O+N1	اسم|نا + اسم	
7	کرد	کرد|کرد	کرد	کرد|کرد	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
8	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
9	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	Pr|V|VPr|N1	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم	
10	قلعت	قلع	قلع	قلع + ت	N1+O	اسم + ضمیر ملکی دوم شخص مفرد	
11	رفتند	رفت|رفت	رفت	رفت + ند|رفت + ند	V+O|V+O	فعل ماضی ساده+سوم شخص جمع|فعل ماضی ساده+سوم شخص جمع	
12	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
13	پیش	پیش|پیش|پی	پیش	پیش|پیش|پی + ش	A0|N9|N1+O	صفت|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی|اسم + ضمیر ملکی سوم شخص مفرد	
14	امیرمحمد	امیرمحمد	امیرمحمد	امیرمحمد	N3	اسم خاص اشخاص	
15	شدند	شد	شد	شد + ند	V+O	فعل ماضی ساده+سوم شخص جمع	
16	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
17	رسم	رسم|رس|رس|رس	رسم	رسم|رس + م|رس + م|رس + م	N1|V+O|N1+O|N1+V	اسم|فعل مضارع ساده+اول شخص مفرد|اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
18	خدمت	خدمت|خدم	خدمت	خدمت|خدم + ت	N1|N1+O	اسم|اسم + ضمیر ملکی دوم شخص مفرد	
19	را	را	را	را	Po	حرف اضافه پسین	
20	بجای	جای|بجا|جا	بجا	ب + جای|بجا + ی|ب + جا + ی	O+N1|A0+O|O+N1+O	ب + اسم|صفت + ی|ب + اسم + ی	
21	آوردند	آورد	آورد	آورد	O	_
22	،	،	،	،	Si	علامت	
23	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص	
24	گفت	گفت|گفت	گفت	گفت|گفت	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
25	:	:	:	:	Si	علامت	

0	خبر	خبر	خبر	خبر	N1	اسم	
1	برادرم	برادر|برادر	برادر	برادر + م|برادر + م	N1+O|N1+V	اسم + ضمیر ملکی اول شخص مفرد|اسم + فعل اول شخص مفرد	
2	چیست	چیست	چیست	چیست	V	فعل امر مثبت	
3	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
4	لشکرکی	لشکرک	لشکرک	لشکرک + ی	N2+O	اسم خاص مکان + ی	
5	خواهد‌رفت	رفت|رفت	خواهد‌رفت	خواهد + رفت|خواهد + رفت	V+O|V+O	فعل آینده مثبت+سوم شخص مفرد|فعل آینده مثبت+سوم شخص مفرد	
6	نزدیک	نزدیک	نزدیک	نزدیک	A0	صفت	
7	وی	وی|وی	وی	وی|وی	N5|Ab	ضمیر فاعلی|اختصارات	
8	؟	؟	؟	؟	Si	علامت	

0	گفتند	گفت|گفت	گفت	گفت + ند|گفت + ند	V+O|N1+V	فعل ماضی ساده+سوم شخص جمع|اسم + فعل سوم شخص جمع	
1	:	:	:	:	Si	علامت	

0	«	«	«	«	Si	علامت	
1	خبر	خبر	خبر	خبر	N1	اسم	
2	خداوند	خداوند	خداوند	خداوند	N1	اسم	
3	سلطان	سلطان|سلطان	سلطان	سلطان|سلطان	N1|Sp	اسم|شاخص	
4	همه	همه|همه	همه	همه|همه	N1|A2	اسم|صفت مبهم	
5	خیر	خیر|خیر	خیر	خیر|خیر	Ad|A0	قید|صفت	
6	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
7	،	،	،	،	Si	علامت	
8	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
9	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
10	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
11	دو	دو|دو|دو	دو	دو|دو|دو	O|V|N1	عدد حرفی|فعل امر مثبت|اسم	
12	سه	سه	سه	سه	O	عدد حرفی	
13	روز	روز	روز	روز	N1	اسم	
14	همه	همه|همه	همه	همه|همه	N1|A2	اسم|صفت مبهم	
15	لشکر	لشکر	لشکر	لشکر	N1	اسم	
16	بروند	روند|رو|رو	رفت	ب + روند|ب + رو + ند|ب + رو + ند	O+A0|O+N1+V|V+O	ب + صفت|ب + اسم + فعل سوم شخص جمع|فعل حال التزامی+سوم شخص جمع	
17	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
18	حاجب	حاجب	حاجب	حاجب	N1	اسم	
19	بزرگ	بزرگ	بزرگ	بزرگ	A0	صفت	
20	براثر	براثر	براثر	براثر	Pr1	حرف اضافه گروهی	
21	ایشان	ایشان	ایشان	ایشان	N5	ضمیر فاعلی	
22	،	،	،	،	Si	علامت	
23	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
24	بندگان	بندگان|بنده|بند|بند	بندگان	بندگان|بنده + گان|بند + ه + گان|بند + ه + گان	N1|N1+Pl|V1+O+Pl|N1+O+Pl	اسم|اسم + علامت جمع|بن مضارع + ه + علامت جمع|اسم + ه + علامت جمع	
25	بدین	بدین|دین|دین|بد	بدین	بدین|ب + دین|ب + دین|بد + ین	Pr|O+N1|O+N1|A0+O	حرف اضافه|ب + اسم|ب + اسم|صفت + ین	
26	آمده‌اند	امد	آمد	امد + ه + اند	N1+O+V	اسم + ه + فعل سوم شخص جمع	
27	»	»	»	»	Si	علامت	
28	،	،	،	،	Si	علامت	
29	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
30	نامه	نامه|نام|نام	نامه	نامه|نام + ه|نام + ه	N1|N1+O|V1+O	اسم|اسم + ه|بن مضارع + ه	
31	به	به|به	به	به|به	Pr|N1	حرف اضافه|اسم	
32	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص	
33	دادند	داد|داد	داد	داد + ند|داد + ند	V+O|N1+V	فعل ماضی ساده+سوم شخص جمع|اسم + فعل سوم شخص جمع	
34	.	.	.	.	Si	علامت	

0	بر	بر|بر|بر|بر	بر	بر|بر|بر|بر	Pr|V|VPr|N1	حرف اضافه|فعل امر مثبت|پیشوند فعل|اسم	
1	خواند	خواند|خوان	خواند	خواند|خوان + د	V+O|V+O	فعل ماضی ساده+سوم شخص مفرد|فعل مضارع ساده+سوم شخص مفرد	
2	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
3	لختی	لختی|لختی|لخت	لخت	لختی|لختی|لخت + ی	A2|A0|A0+O	صفت مبهم|صفت|صفت + ی	
4	تاریکی	تاریکی|تاریک|تاری	تاریکی	تاریکی|تاریک + ی|تاری + ک + ی	N1|A0+O|N1+O+O	اسم|صفت + ی|اسم + ک + ی	
5	در	در|در|در|در|در	در	در|در|در|در|در	Pr|V|N1|N1|VPr	حرف اضافه|فعل امر مثبت|اسم|اسم|پیشوند فعل	
6	وی	وی|وی	وی	وی|وی	N5|Ab	ضمیر فاعلی|اختصارات	
7	پیدا	پیدا	پیدا	پیدا	A0	صفت	
8	آمد	امد	آمد	امد	N1	اسم	
9	.	.	.	.	Si	علامت	

0	نبیه	نبی	نبیه	نبی + ه	N1+O	اسم + ه	
1	گفت	گفت|گفت	گفت	گفت|گفت	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
2	«	«	«	«	Si	علامت	
3	زندگانی	زندگانی|زنده	زندگانی	زندگانی|زنده + گان + ی	N1|A0+Pl+O	اسم|صفت + علامت جمع + ی	
4	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص	
5	دراز	دراز	دراز	دراز	A0	صفت	
6	باد	باد	باد	باد	N1	اسم	
7	،	،	،	،	Si	علامت	
8	سلطان	سلطان|سلطان	سلطان	سلطان|سلطان	N1|Sp	اسم|شاخص	
9	که	که|که|که|که	که	که|که|که|که	C0|NA|N1|N1	حرف ربط|ضمیر پرسشی|اسم|اسم	
10	برادر	برادر	برادر	برادر	N1	اسم	
11	است	است|اس		است|اس + ت	V+O|N1+O	فعل مضارع ساده+سوم شخص مفرد|اسم + ضمیر ملکی دوم شخص مفرد	
12	حق	حق|حق	حق	حق|حق	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
13	امیر	امیر	امیر	امیر	N3	اسم خاص اشخاص	
14	را	را	را	را	Po	حرف اضافه پسین	
15	نگاه	نگاه|نگا	نگاه	نگاه|نگا + ه	N1|N1+O	اسم|اسم + ه	
16	دارد	دار|دار	داشت	دار + د|دار + د	V+O|V5+O	فعل مضارع ساده+سوم شخص مفرد|فعل کمکی + د	
17	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
18	مهربانی	مهربانی|مهربان|مهر|مهر|مهر	مهربان	مهربانی|مهربان + ی|مهر + بان + ی|مهر + بان + ی|مهر + بان + ی	N1|A0+O|N1+O+O|N1+O+O|N1+O+O	اسم|صفت + ی|اسم + بان + ی|اسم + بان + ی|اسم + بان + ی	
19	نماید	نما|نما	نمود	نما + ید|نما + ید	V+O|V+O	فعل مضارع ساده+دوم شخص جمع|فعل مضارع ساده+دوم شخص جمع	
20	.	.	.	.	Si	علامت	

0	دل	دل	دل	دل	N1	اسم	
1	بد	بد	بد	بد	A0	صفت	
2	نباید	باید	نباید	ن + باید	O+V4	ن + فعل وجه نما	
3	کرد	کرد|کرد	کرد	کرد|کرد	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
4	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
5	به‌قضای	به قضای	به‌قضای	به قضای	O	_
6	خدای	خدا	خدا	خدا + ی	N1+O	اسم + ی	
7	عزوجل	عزوجل	عزوجل	عزوجل	A0	صفت	
8	رضا	رضا	رضا	رضا	N3	اسم خاص اشخاص	
9	باید	باید	باید	باید	V4	فعل وجه نما	
10	داد	داد|داد	داد	داد|داد	V+O|N1	فعل ماضی ساده+سوم شخص مفرد|اسم	
11	و	و|و|و	و	و|و|و	C0|Al|Ab	حرف ربط|حروف الفبا|اختصارات	
12	از	از	از	از	Pr	حرف اضافه	
13	این	این|این	این	این|این	A1|N6	صفت اشاره|ضمیر اشاره	
14	باب	باب|باب	باب	باب|باب	N1|N9	اسم|اسم موجود در ساختمان حرف اضافه و حرف ربط گروهی	
